Lineage,Parent,Label
B.1.258.22,B,Not a VOC
B.1.258.23,B,Not a VOC
B.1.258.3,B,Not a VOC
B.1.258.4,B,Not a VOC
B.1.258.5,B,Not a VOC
B.1.258.6,B,Not a VOC
B.1.258.7,B,Not a VOC
B.1.264,B,Not a VOC
B.1.265,B,Not a VOC
B.1.267,B,Not a VOC
B.1.268,B,Not a VOC
B.1.273,B,Not a VOC
B.1.274,B,Not a VOC
B.1.276,B,Not a VOC
B.1.277,B,Not a VOC
B.1.280,B,Not a VOC
B.1.281,B,Not a VOC
B.1.282,B,Not a VOC
B.1.287,B,Not a VOC
B.1.289,B,Not a VOC
B.1.293,B,Not a VOC
B.1.294,B,Not a VOC
B.1.298,B,Not a VOC
B.1.3,B,Not a VOC
B.1.301,B,Not a VOC
B.1.302,B,Not a VOC
B.1.304,B,Not a VOC
B.1.305,B,Not a VOC
B.1.306,B,Not a VOC
B.1.309,B,Not a VOC
B.1.310,B,Not a VOC
B.1.311,B,Not a VOC
B.1.313,B,Not a VOC
B.1.314,B,Not a VOC
B.1.315,B,Not a VOC
B.1.318,B,Not a VOC
B.1.319,B,Not a VOC
B.1.320,B,Not a VOC
B.1.321,B,Not a VOC
B.1.323,B,Not a VOC
B.1.324,B,Not a VOC
B.1.325,B,Not a VOC
B.1.328,B,Not a VOC
B.1.329,B,Not a VOC
B.1.330,B,Not a VOC
B.1.332,B,Not a VOC
B.1.333,B,Not a VOC
B.1.334,B,Not a VOC
B.1.335,B,Not a VOC
B.1.336,B,Not a VOC
B.1.337,B,Not a VOC
B.1.338,B,Not a VOC
B.1.340,B,Not a VOC
B.1.341,B,Not a VOC
B.1.342,B,Not a VOC
B.1.344,B,Not a VOC
B.1.346,B,Not a VOC
B.1.348,B,Not a VOC
B.1.349,B,Not a VOC
B.1.35,B,Not a VOC
B.1.350,B,Not a VOC
B.1.350.1,B,Not a VOC
B.1.351,B.1.351,Beta
B.1.351.2,B.1.351,Beta
B.1.351.3,B.1.351,Beta
B.1.351.5,B.1.351,Beta
B.1.355,B,Not a VOC
B.1.356,B,Not a VOC
B.1.359,B,Not a VOC
B.1.36,B,Not a VOC
B.1.36.1,B,Not a VOC
B.1.36.10,B,Not a VOC
B.1.36.12,B,Not a VOC
B.1.36.16,B,Not a VOC
B.1.36.17,B,Not a VOC
B.1.36.18,B,Not a VOC
B.1.36.19,B,Not a VOC
B.1.36.2,B,Not a VOC
B.1.36.20,B,Not a VOC
B.1.36.21,B,Not a VOC
B.1.36.22,B,Not a VOC
B.1.36.23,B,Not a VOC
B.1.36.24,B,Not a VOC
B.1.36.26,B,Not a VOC
B.1.36.27,B,Not a VOC
B.1.36.28,B,Not a VOC
B.1.36.29,B,Not a VOC
B.1.36.31,B,Not a VOC
B.1.36.34,B,Not a VOC
B.1.36.35,B,Not a VOC
B.1.36.38,B,Not a VOC
B.1.36.39,B,Not a VOC
B.1.36.7,B,Not a VOC
B.1.36.8,B,Not a VOC
B.1.36.9,B,Not a VOC
B.1.360,B,Not a VOC
B.1.361,B,Not a VOC
B.1.362,B,Not a VOC
B.1.362.1,B,Not a VOC
B.1.362.2,B,Not a VOC
B.1.363,B,Not a VOC
B.1.366,B,Not a VOC
B.1.367,B,Not a VOC
B.1.369,B,Not a VOC
B.1.37,B,Not a VOC
B.1.370,B,Not a VOC
B.1.372,B,Not a VOC
B.1.375,B,Not a VOC
B.1.377,B,Not a VOC
B.1.378,B,Not a VOC
B.1.379,B,Not a VOC
B.1.38,B,Not a VOC
B.1.381,B,Not a VOC
B.1.382,B,Not a VOC
B.1.383,B,Not a VOC
B.1.384,B,Not a VOC
B.1.385,B,Not a VOC
B.1.389,B,Not a VOC
B.1.39,B,Not a VOC
B.1.390,B,Not a VOC
B.1.391,B,Not a VOC
B.1.393,B,Not a VOC
B.1.395,B,Not a VOC
B.1.396,B,Not a VOC
B.1.397,B,Not a VOC
B.1.398,B,Not a VOC
B.1.399,B,Not a VOC
B.1.40,B,Not a VOC
B.1.400,B,Not a VOC
B.1.400.1,B,Not a VOC
B.1.401,B,Not a VOC
B.1.402,B,Not a VOC
B.1.403,B,Not a VOC
B.1.404,B,Not a VOC
B.1.405,B,Not a VOC
B.1.407,B,Not a VOC
B.1.408,B,Not a VOC
B.1.409,B,Not a VOC
B.1.411,B,Not a VOC
B.1.413,B,Not a VOC
B.1.415,B,Not a VOC
B.1.415.1,B,Not a VOC
B.1.416,B,Not a VOC
B.1.416.1,B,Not a VOC
B.1.418,B,Not a VOC
B.1.420,B,Not a VOC
B.1.421,B,Not a VOC
B.1.423,B,Not a VOC
B.1.424,B,Not a VOC
B.1.425,B,Not a VOC
B.1.426,B,Not a VOC
B.1.427,B.1.427,Epsilon
B.1.428,B,Not a VOC
B.1.428.1,B,Not a VOC
B.1.428.2,B,Not a VOC
B.1.428.3,B,Not a VOC
B.1.429,B.1.429,Epsilon
B.1.429.1,B.1.429,Epsilon
B.1.431,B,Not a VOC
B.1.433,B,Not a VOC
B.1.435,B,Not a VOC
B.1.436,B,Not a VOC
B.1.437,B,Not a VOC
B.1.438,B,Not a VOC
B.1.438.1,B,Not a VOC
B.1.438.3,B,Not a VOC
B.1.438.4,B,Not a VOC
B.1.439,B,Not a VOC
B.1.44,B,Not a VOC
B.1.441,B,Not a VOC
B.1.442,B,Not a VOC
B.1.443,B,Not a VOC
B.1.444,B,Not a VOC
B.1.445,B,Not a VOC
B.1.448,B,Not a VOC
B.1.450,B,Not a VOC
B.1.451,B,Not a VOC
B.1.452,B,Not a VOC
B.1.453,B,Not a VOC
B.1.456,B,Not a VOC
B.1.459,B,Not a VOC
B.1.460,B,Not a VOC
B.1.462,B,Not a VOC
B.1.463,B,Not a VOC
B.1.465,B,Not a VOC
B.1.466,B,Not a VOC
B.1.466.1,B,Not a VOC
B.1.466.2,B,Not a VOC
B.1.467,B,Not a VOC
B.1.468,B,Not a VOC
B.1.469,B,Not a VOC
B.1.470,B,Not a VOC
B.1.471,B,Not a VOC
B.1.473,B,Not a VOC
B.1.474,B,Not a VOC
B.1.478,B,Not a VOC
B.1.479,B,Not a VOC
B.1.480,B,Not a VOC
B.1.483,B,Not a VOC
B.1.485,B,Not a VOC
B.1.487,B,Not a VOC
B.1.489,B,Not a VOC
B.1.491,B,Not a VOC
B.1.492,B,Not a VOC
B.1.493,B,Not a VOC
B.1.494,B,Not a VOC
B.1.495,B,Not a VOC
B.1.496,B,Not a VOC
B.1.497,B,Not a VOC
B.1.498,B,Not a VOC
B.1.499,B,Not a VOC
B.1.499.1,B,Not a VOC
B.1.500,B,Not a VOC
B.1.501,B,Not a VOC
B.1.502,B,Not a VOC
B.1.503,B,Not a VOC
B.1.504,B,Not a VOC
B.1.505,B,Not a VOC
B.1.507,B,Not a VOC
B.1.508,B,Not a VOC
B.1.509,B,Not a VOC
B.1.510,B,Not a VOC
B.1.511,B,Not a VOC
B.1.513,B,Not a VOC
B.1.515,B,Not a VOC
B.1.516,B,Not a VOC
B.1.517,B,Not a VOC
B.1.520,B,Not a VOC
B.1.521,B,Not a VOC
B.1.523,B,Not a VOC
B.1.524,B,Not a VOC
B.1.525,B.1.525,Eta
B.1.526,B.1.526,Iota
B.1.530,B,Not a VOC
B.1.531,B,Not a VOC
B.1.532,B,Not a VOC
B.1.533,B,Not a VOC
B.1.539,B,Not a VOC
B.1.541,B,Not a VOC
B.1.543,B,Not a VOC
B.1.544,B,Not a VOC
B.1.545,B,Not a VOC
B.1.546,B,Not a VOC
B.1.548,B,Not a VOC
B.1.549,B,Not a VOC
B.1.550,B,Not a VOC
B.1.551,B,Not a VOC
B.1.552,B,Not a VOC
B.1.554,B,Not a VOC
B.1.556,B,Not a VOC
B.1.557,B,Not a VOC
B.1.558,B,Not a VOC
B.1.559,B,Not a VOC
B.1.560,B,Not a VOC
B.1.561,B,Not a VOC
B.1.562,B,Not a VOC
B.1.563,B,Not a VOC
B.1.564,B,Not a VOC
B.1.564.1,B,Not a VOC
B.1.565,B,Not a VOC
B.1.567,B,Not a VOC
B.1.568,B,Not a VOC
B.1.569,B,Not a VOC
B.1.570,B,Not a VOC
B.1.571,B,Not a VOC
B.1.572,B,Not a VOC
B.1.574,B,Not a VOC
B.1.575,B,Not a VOC
B.1.575.1,B,Not a VOC
B.1.576,B,Not a VOC
B.1.577,B,Not a VOC
B.1.578,B,Not a VOC
B.1.579,B,Not a VOC
B.1.580,B,Not a VOC
B.1.581,B,Not a VOC
B.1.582,B,Not a VOC
B.1.585,B,Not a VOC
B.1.586,B,Not a VOC
B.1.587,B,Not a VOC
B.1.588,B,Not a VOC
B.1.589,B,Not a VOC
B.1.590,B,Not a VOC
B.1.591,B,Not a VOC
B.1.594,B,Not a VOC
B.1.595,B,Not a VOC
B.1.595.1,B,Not a VOC
B.1.595.2,B,Not a VOC
B.1.595.3,B,Not a VOC
B.1.595.4,B,Not a VOC
B.1.596,B,Not a VOC
B.1.596.1,B,Not a VOC
B.1.597,B,Not a VOC
B.1.599,B,Not a VOC
B.1.6,B,Not a VOC
B.1.600,B,Not a VOC
B.1.601,B,Not a VOC
B.1.602,B,Not a VOC
B.1.603,B,Not a VOC
B.1.604,B,Not a VOC
B.1.605,B,Not a VOC
B.1.606,B,Not a VOC
B.1.607,B,Not a VOC
B.1.609,B,Not a VOC
B.1.610,B,Not a VOC
B.1.617.1,B.1.617.1,Kappa
B.1.617.3,B,Not a VOC
B.1.618,B,Not a VOC
B.1.619,B,Not a VOC
B.1.619.1,B,Not a VOC
B.1.620,B,Not a VOC
B.1.621,B.1.621,Mu
B.1.621.1,B.1.621,Mu
B.1.621.2,B.1.621,Mu
B.1.623,B,Not a VOC
B.1.625,B,Not a VOC
B.1.626,B,Not a VOC
B.1.627,B,Not a VOC
B.1.629,B,Not a VOC
B.1.630,B,Not a VOC
B.1.631,B,Not a VOC
B.1.632,B,Not a VOC
B.1.634,B,Not a VOC
B.1.635,B,Not a VOC
B.1.636,B,Not a VOC
B.1.637,B,Not a VOC
B.1.637.1,B,Not a VOC
B.1.639,B,Not a VOC
B.1.640,B,Not a VOC
B.1.640.1,B,Not a VOC
B.1.640.2,B,Not a VOC
B.1.67,B,Not a VOC
B.1.69,B,Not a VOC
B.1.70,B,Not a VOC
B.1.76,B,Not a VOC
B.1.77,B,Not a VOC
B.1.78,B,Not a VOC
B.1.8,B,Not a VOC
B.1.81,B,Not a VOC
B.1.88.1,B,Not a VOC
B.1.9,B,Not a VOC
B.1.9.1,B,Not a VOC
B.1.9.2,B,Not a VOC
B.1.9.4,B,Not a VOC
B.1.9.5,B,Not a VOC
B.1.91,B,Not a VOC
B.1.93,B,Not a VOC
B.1.96,B,Not a VOC
B.1.97,B,Not a VOC
Q.1,B.1.1.7,Alpha
Q.2,B.1.1.7,Alpha
Q.3,B.1.1.7,Alpha
Q.4,B.1.1.7,Alpha
Q.6,B.1.1.7,Alpha
Q.7,B.1.1.7,Alpha
Q.8,B.1.1.7,Alpha
BB.1,B.1.621,Mu
BB.2,B.1.621,Mu
B.10,B,Not a VOC
B.11,B,Not a VOC
B.12,B,Not a VOC
B.13,B,Not a VOC
B.15,B,Not a VOC
B.18,B,Not a VOC
B.19,B,Not a VOC
B.20,B,Not a VOC
B.23,B,Not a VOC
B.26,B,Not a VOC
B.27,B,Not a VOC
B.28,B,Not a VOC
B.29,B,Not a VOC
B.3,B,Not a VOC
B.3.1,B,Not a VOC
B.30,B,Not a VOC
B.31,B,Not a VOC
B.32,B,Not a VOC
B.33,B,Not a VOC
B.34,B,Not a VOC
B.35,B,Not a VOC
B.37,B,Not a VOC
B.39,B,Not a VOC
B.4,B,Not a VOC
B.4.4,B,Not a VOC
B.4.5,B,Not a VOC
B.4.6,B,Not a VOC
B.4.7,B,Not a VOC
B.4.8,B,Not a VOC
B.40,B,Not a VOC
B.41,B,Not a VOC
B.42,B,Not a VOC
B.43,B,Not a VOC
B.45,B,Not a VOC
B.46,B,Not a VOC
B.47,B,Not a VOC
B.5,B,Not a VOC
B.51,B,Not a VOC
B.52,B,Not a VOC
B.55,B,Not a VOC
B.57,B,Not a VOC
B.58,B,Not a VOC
B.59,B,Not a VOC
B.6,B,Not a VOC
B.6.6,B,Not a VOC
B.60,B,Not a VOC
B.61,B,Not a VOC
BA.1,BA.1,Omicron
BA.1.1,BA.1,Omicron
BA.1.1.1,BA.1,Omicron
BA.1.1.10,BA.1,Omicron
BA.1.1.11,BA.1,Omicron
BA.1.1.12,BA.1,Omicron
BA.1.1.13,BA.1,Omicron
BA.1.1.14,BA.1,Omicron
BA.1.1.15,BA.1,Omicron
BA.1.1.16,BA.1,Omicron
BA.1.1.17,BA.1,Omicron
BA.1.1.18,BA.1,Omicron
BA.1.1.2,BA.1,Omicron
BA.1.1.3,BA.1,Omicron
BA.1.1.4,BA.1,Omicron
BA.1.1.5,BA.1,Omicron
BA.1.1.6,BA.1,Omicron
BA.1.1.7,BA.1,Omicron
BA.1.1.8,BA.1,Omicron
BA.1.1.9,BA.1,Omicron
BA.1.10,BA.1,Omicron
BA.1.12,BA.1,Omicron
BA.1.13,BA.1,Omicron
BA.1.13.1,BA.1,Omicron
BA.1.14,BA.1,Omicron
BA.1.14.1,BA.1,Omicron
BA.1.14.2,BA.1,Omicron
BA.1.15,BA.1,Omicron
BA.1.15.1,BA.1,Omicron
BA.1.15.2,BA.1,Omicron
BA.1.16,BA.1,Omicron
BA.1.16.1,BA.1,Omicron
BA.1.16.2,BA.1,Omicron
BA.1.17,BA.1,Omicron
BA.1.17.1,BA.1,Omicron
BA.1.17.2,BA.1,Omicron
BA.1.18,BA.1,Omicron
BA.1.19,BA.1,Omicron
BA.1.20,BA.1,Omicron
BA.1.21,BA.1,Omicron
BA.1.21.1,BA.1,Omicron
BA.1.23,BA.1,Omicron
BA.1.3,BA.1,Omicron
BA.1.4,BA.1,Omicron
BA.1.5,BA.1,Omicron
BA.1.6,BA.1,Omicron
BA.1.7,BA.1,Omicron
BA.1.8,BA.1,Omicron
BA.1.9,BA.1,Omicron
BA.2,BA.2,Omicron (BA.2)
BA.2.1,BA.2,Omicron (BA.2)
BA.2.10,BA.2,Omicron (BA.2)
BA.2.10.1,BA.2,Omicron (BA.2)
BA.2.10.2,BA.2,Omicron (BA.2)
BA.2.10.3,BA.2,Omicron (BA.2)
BA.2.11,BA.2,Omicron (BA.2)
BA.2.12,BA.2,Omicron (BA.2)
BA.2.12.1,BA.2.12.1,Omicron (BA.2.12.1)
BA.2.13,BA.2,Omicron (BA.2)
BA.2.14,BA.2,Omicron (BA.2)
BA.2.15,BA.2,Omicron (BA.2)
BA.2.16,BA.2,Omicron (BA.2)
BA.2.17,BA.2,Omicron (BA.2)
BA.2.18,BA.2,Omicron (BA.2)
BA.2.19,BA.2,Omicron (BA.2)
BA.2.2,BA.2,Omicron (BA.2)
BA.2.20,BA.2,Omicron (BA.2)
BA.2.21,BA.2,Omicron (BA.2)
BA.2.22,BA.2,Omicron (BA.2)
BA.2.23,BA.2,Omicron (BA.2)
BA.2.23.1,BA.2,Omicron (BA.2)
BA.2.24,BA.2,Omicron (BA.2)
BA.2.25,BA.2,Omicron (BA.2)
BA.2.25.1,BA.2,Omicron (BA.2)
BA.2.26,BA.2,Omicron (BA.2)
BA.2.27,BA.2,Omicron (BA.2)
BA.2.28,BA.2,Omicron (BA.2)
BA.2.29,BA.2,Omicron (BA.2)
BA.2.3,BA.2,Omicron (BA.2)
BA.2.3.1,BA.2,Omicron (BA.2)
BA.2.3.2,BA.2,Omicron (BA.2)
BA.2.3.4,BA.2,Omicron (BA.2)
BA.2.3.5,BA.2,Omicron (BA.2)
BA.2.3.6,BA.2,Omicron (BA.2)
BA.2.3.7,BA.2,Omicron (BA.2)
BA.2.30,BA.2,Omicron (BA.2)
BA.2.31,BA.2,Omicron (BA.2)
BA.2.32,BA.2,Omicron (BA.2)
BA.2.33,BA.2,Omicron (BA.2)
BA.2.34,BA.2,Omicron (BA.2)
BA.2.35,BA.2,Omicron (BA.2)
BA.2.36,BA.2,Omicron (BA.2)
BA.2.37,BA.2,Omicron (BA.2)
BA.2.38,BA.2,Omicron (BA.2)
BA.2.39,BA.2,Omicron (BA.2)
BA.2.4,BA.2,Omicron (BA.2)
BA.2.40,BA.2,Omicron (BA.2)
BA.2.40.1,BA.2,Omicron (BA.2)
BA.2.41,BA.2,Omicron (BA.2)
BA.2.42,BA.2,Omicron (BA.2)
BA.2.44,BA.2,Omicron (BA.2)
BA.2.45,BA.2,Omicron (BA.2)
BA.2.46,BA.2,Omicron (BA.2)
BA.2.47,BA.2,Omicron (BA.2)
BA.2.48,BA.2,Omicron (BA.2)
BA.2.49,BA.2,Omicron (BA.2)
BA.2.5,BA.2,Omicron (BA.2)
BA.2.50,BA.2,Omicron (BA.2)
BA.2.51,BA.2,Omicron (BA.2)
BA.2.52,BA.2,Omicron (BA.2)
BA.2.53,BA.2,Omicron (BA.2)
BA.2.54,BA.2,Omicron (BA.2)
BA.2.55,BA.2,Omicron (BA.2)
BA.2.56,BA.2,Omicron (BA.2)
BA.2.6,BA.2,Omicron (BA.2)
BA.2.7,BA.2,Omicron (BA.2)
BA.2.8,BA.2,Omicron (BA.2)
BA.2.9,BA.2,Omicron (BA.2)
BA.2.9.1,BA.2,Omicron (BA.2)
BA.2.9.2,BA.2,Omicron (BA.2)
BA.2.9.3,BA.2,Omicron (BA.2)
BA.2.9.4,BA.2,Omicron (BA.2)
BA.3,BA.3,Omicron
BA.3.1,BA.3,Omicron
BA.4,BA.4,Omicron (BA.4/BA.5)
BA.4.1,BA.4,Omicron (BA.4/BA.5)
BA.4.1.1,BA.4,Omicron (BA.4/BA.5)
BA.5,BA.5,Omicron (BA.4/BA.5)
BA.5.1,BA.5,Omicron (BA.4/BA.5)
BA.5.2,BA.5,Omicron (BA.4/BA.5)
BA.5.2.1,BA.5,Omicron (BA.4/BA.5)
BA.5.3,BA.5,Omicron (BA.4/BA.5)
BA.5.3.1,BA.5,Omicron (BA.4/BA.5)
BA.5.5,BA.5,Omicron (BA.4/BA.5)
BC.1,B,Not a VOC
BE.1,B,Not a VOC
BF.1,B,Not a VOC
C.1,B,Not a VOC
C.12,B,Not a VOC
C.13,B,Not a VOC
C.14,B,Not a VOC
C.16,B,Not a VOC
C.17,B,Not a VOC
C.18,B,Not a VOC
C.2,B,Not a VOC
C.2.1,B,Not a VOC
C.20,B,Not a VOC
C.23,B,Not a VOC
C.25,B,Not a VOC
C.26,B,Not a VOC
C.27,B,Not a VOC
C.28,B,Not a VOC
C.3,B,Not a VOC
C.30,B,Not a VOC
C.30.1,B,Not a VOC
C.31,B,Not a VOC
C.32,B,Not a VOC
C.33,B,Not a VOC
C.35,B,Not a VOC
C.36,B,Not a VOC
C.36.1,B,Not a VOC
C.36.2,B,Not a VOC
C.36.3,B,Not a VOC
C.36.3.1,B,Not a VOC
C.37,B,Not a VOC
C.37.1,B,Not a VOC
C.38,B,Not a VOC
C.4,B,Not a VOC
C.5,B,Not a VOC
D.2,B,Not a VOC
D.3,B,Not a VOC
D.4,B,Not a VOC
D.5,B,Not a VOC
G.1,B,Not a VOC
L.2,B,Not a VOC
L.3,B,Not a VOC
L.4,B,Not a VOC
M.2,B,Not a VOC
M.3,B,Not a VOC
N.1,B,Not a VOC
N.10,B,Not a VOC
N.2,B,Not a VOC
N.3,B,Not a VOC
N.4,B,Not a VOC
N.5,B,Not a VOC
N.6,B,Not a VOC
N.7,B,Not a VOC
N.8,B,Not a VOC
N.9,B,Not a VOC
P.1,P.1,Gamma
P.1.1,P.1,Gamma
P.1.10,P.1,Gamma
P.1.11,P.1,Gamma
P.1.12,P.1,Gamma
P.1.12.1,P.1,Gamma
P.1.13,P.1,Gamma
P.1.14,P.1,Gamma
P.1.15,P.1,Gamma
P.1.16,P.1,Gamma
P.1.17,P.1,Gamma
P.1.17.1,P.1,Gamma
P.1.2,P.1,Gamma
P.1.4,P.1,Gamma
P.1.7,P.1,Gamma
P.1.7.1,P.1,Gamma
P.1.8,P.1,Gamma
P.1.9,P.1,Gamma
P.2,P.2,Zeta
P.3,P.3,Theta
P.6,B.1.1.28,B.1.1.28
P.7,B.1.1.28,B.1.1.28
R.1,B,Not a VOC
R.2,B,Not a VOC
U.1,B,Not a VOC
U.3,B,Not a VOC
V.1,B,Not a VOC
V.2,B,Not a VOC
W.1,B,Not a VOC
W.2,B,Not a VOC
W.3,B,Not a VOC
W.4,B,Not a VOC
Y.1,B,Not a VOC
Z.1,B,Not a VOC
Unassigned,Unassigned,Unassigned
